0.000000	1.000000	-1.247746	4.033156
0.000000	2.000000	15.344098	2.202254
0.000000	3.000000	14.366844	1.610942
0.000000	4.000000	-4.326925	-3.229508
0.000000	5.000000	12.570492	2.950000
0.000000	6.000000	4.575329	3.994630
0.000000	7.000000	-22.957295	-1.017705
0.000000	8.000000	10.551393	7.463197
0.000000	9.000000	18.189058	2.790451
0.000000	10.000000	16.653115	3.522214
0.000000	11.000000	12.764058	2.919959
0.000000	12.000000	25.953647	-3.755041
0.000000	13.000000	15.980902	2.142705
0.000000	14.000000	16.281231	3.473607
0.000000	15.000000	-20.965451	0.034549
0.000000	16.000000	-27.720492	-0.753647
0.000000	17.000000	8.749139	2.358156
0.000000	18.000000	-15.510942	-1.796353
0.000000	19.000000	-26.091844	0.346353
0.000000	20.000000	19.910613	-3.825861
1.000000	1.000000	-1.589387	5.855824
1.000000	2.000000	24.721371	2.943363
1.000000	3.000000	23.719649	3.264715
1.000000	4.000000	-10.437712	-4.761397
1.000000	5.000000	20.514483	4.860004
1.000000	6.000000	5.018692	8.005621
1.000000	7.000000	-38.893758	-1.821681
1.000000	8.000000	17.921981	13.131075
1.000000	9.000000	28.281046	4.843692
1.000000	10.000000	25.367723	4.175987
1.000000	11.000000	20.649032	3.711929
1.000000	12.000000	40.825318	-5.916234
1.000000	13.000000	25.499486	3.447871
1.000000	14.000000	22.621574	5.279963
1.000000	15.000000	-34.125066	0.675861
1.000000	16.000000	-44.581345	-1.643034
1.000000	17.000000	14.990421	3.628773
1.000000	18.000000	-26.312151	-3.476519
1.000000	19.000000	-43.033802	0.591312
1.000000	20.000000	38.389782	-4.698200
2.000000	1.000000	0.265451	-0.414058
2.000000	2.000000	-0.065451	-0.383156
2.000000	3.000000	0.292705	0.406763
2.000000	4.000000	-2.123936	0.286803
2.000000	5.000000	0.108156	0.053647
2.000000	6.000000	-1.473607	0.953115
2.000000	7.000000	-1.080370	-0.108156
2.000000	8.000000	0.525000	0.652254
2.000000	9.000000	-0.710410	0.203115
2.000000	10.000000	-0.975000	-0.941312
2.000000	11.000000	-0.002254	-0.625861
2.000000	12.000000	-0.722214	0.098607
2.000000	13.000000	-0.221353	-0.011803
2.000000	14.000000	-2.300329	-0.210410
2.000000	15.000000	-0.125000	0.383156
2.000000	16.000000	0.167705	-0.261803
2.000000	17.000000	0.515451	-0.115451
2.000000	18.000000	-0.750861	-0.352254
2.000000	19.000000	-0.504508	0.019098
2.000000	20.000000	3.815576	0.922214
3.000000	1.000000	1.753444	-6.111726
3.000000	2.000000	-24.761822	-3.180166
3.000000	3.000000	-23.538747	-3.013322
3.000000	4.000000	9.125048	4.938651
3.000000	5.000000	-20.447638	-4.826848
3.000000	6.000000	-5.929431	-7.416563
3.000000	7.000000	38.226053	1.754837
3.000000	8.000000	-17.597513	-12.727960
3.000000	9.000000	-28.720103	-4.718160
3.000000	10.000000	-25.970307	-4.757749
3.000000	11.000000	-20.650425	-4.098732
3.000000	12.000000	-41.271670	5.977177
3.000000	13.000000	-25.636290	-3.455166
3.000000	14.000000	-24.043256	-5.410004
3.000000	15.000000	34.047812	-0.439058
3.000000	16.000000	44.684992	1.481231
3.000000	17.000000	-14.671855	-3.700126
3.000000	18.000000	25.848093	3.258814
3.000000	19.000000	42.721999	-0.579508
3.000000	20.000000	-36.031626	5.268160
4.000000	1.000000	0.818237	-3.363197
4.000000	2.000000	-15.238197	-1.582295
4.000000	3.000000	-14.840451	-2.269098
4.000000	4.000000	7.763525	2.765451
4.000000	5.000000	-12.745492	-3.036803
4.000000	6.000000	-2.190983	-5.536803
4.000000	7.000000	24.705370	1.192705
4.000000	8.000000	-11.400861	-8.518566
4.000000	9.000000	-17.039590	-3.119098
4.000000	10.000000	-15.075532	-1.999139
4.000000	11.000000	-12.760410	-1.907295
4.000000	12.000000	-24.785081	3.595492
4.000000	13.000000	-15.622746	-2.123607
4.000000	14.000000	-12.559220	-3.133156
4.000000	15.000000	21.167705	-0.654508
4.000000	16.000000	27.449139	1.177254
4.000000	17.000000	-9.583156	-2.171353
4.000000	18.000000	16.725861	2.366312
4.000000	19.000000	26.908156	-0.377254
4.000000	20.000000	-26.084346	2.333688
5.000000	1.000000	-1.247746	4.033156
5.000000	2.000000	15.344098	2.202254
5.000000	3.000000	14.366844	1.610942
5.000000	4.000000	-4.326925	-3.229508
5.000000	5.000000	12.570492	2.950000
5.000000	6.000000	4.575329	3.994630
5.000000	7.000000	-22.957295	-1.017705
5.000000	8.000000	10.551393	7.463197
5.000000	9.000000	18.189058	2.790451
5.000000	10.000000	16.653115	3.522214
5.000000	11.000000	12.764058	2.919959
5.000000	12.000000	25.953647	-3.755041
5.000000	13.000000	15.980902	2.142705
5.000000	14.000000	16.281231	3.473607
5.000000	15.000000	-20.965451	0.034549
5.000000	16.000000	-27.720492	-0.753647
5.000000	17.000000	8.749139	2.358156
5.000000	18.000000	-15.510942	-1.796353
5.000000	19.000000	-26.091844	0.346353
5.000000	20.000000	19.910613	-3.825861
6.000000	1.000000	-1.589387	5.855824
6.000000	2.000000	24.721371	2.943363
6.000000	3.000000	23.719649	3.264715
6.000000	4.000000	-10.437712	-4.761397
6.000000	5.000000	20.514483	4.860004
6.000000	6.000000	5.018692	8.005621
6.000000	7.000000	-38.893758	-1.821681
6.000000	8.000000	17.921981	13.131075
6.000000	9.000000	28.281046	4.843692
6.000000	10.000000	25.367723	4.175987
6.000000	11.000000	20.649032	3.711929
6.000000	12.000000	40.825318	-5.916234
6.000000	13.000000	25.499486	3.447871
6.000000	14.000000	22.621574	5.279963
6.000000	15.000000	-34.125066	0.675861
6.000000	16.000000	-44.581345	-1.643034
6.000000	17.000000	14.990421	3.628773
6.000000	18.000000	-26.312151	-3.476519
6.000000	19.000000	-43.033802	0.591312
6.000000	20.000000	38.389782	-4.698200
7.000000	1.000000	0.265451	-0.414058
7.000000	2.000000	-0.065451	-0.383156
7.000000	3.000000	0.292705	0.406763
7.000000	4.000000	-2.123936	0.286803
7.000000	5.000000	0.108156	0.053647
7.000000	6.000000	-1.473607	0.953115
7.000000	7.000000	-1.080370	-0.108156
7.000000	8.000000	0.525000	0.652254
7.000000	9.000000	-0.710410	0.203115
7.000000	10.000000	-0.975000	-0.941312
7.000000	11.000000	-0.002254	-0.625861
7.000000	12.000000	-0.722214	0.098607
7.000000	13.000000	-0.221353	-0.011803
7.000000	14.000000	-2.300329	-0.210410
7.000000	15.000000	-0.125000	0.383156
7.000000	16.000000	0.167705	-0.261803
7.000000	17.000000	0.515451	-0.115451
7.000000	18.000000	-0.750861	-0.352254
7.000000	19.000000	-0.504508	0.019098
7.000000	20.000000	3.815576	0.922214
8.000000	1.000000	1.753444	-6.111726
8.000000	2.000000	-24.761822	-3.180166
8.000000	3.000000	-23.538747	-3.013322
8.000000	4.000000	9.125048	4.938651
8.000000	5.000000	-20.447638	-4.826848
8.000000	6.000000	-5.929431	-7.416563
8.000000	7.000000	38.226053	1.754837
8.000000	8.000000	-17.597513	-12.727960
8.000000	9.000000	-28.720103	-4.718160
8.000000	10.000000	-25.970307	-4.757749
8.000000	11.000000	-20.650425	-4.098732
8.000000	12.000000	-41.271670	5.977177
8.000000	13.000000	-25.636290	-3.455166
8.000000	14.000000	-24.043256	-5.410004
8.000000	15.000000	34.047812	-0.439058
8.000000	16.000000	44.684992	1.481231
8.000000	17.000000	-14.671855	-3.700126
8.000000	18.000000	25.848093	3.258814
8.000000	19.000000	42.721999	-0.579508
8.000000	20.000000	-36.031626	5.268160
9.000000	1.000000	0.818237	-3.363197
9.000000	2.000000	-15.238197	-1.582295
9.000000	3.000000	-14.840451	-2.269098
9.000000	4.000000	7.763525	2.765451
9.000000	5.000000	-12.745492	-3.036803
9.000000	6.000000	-2.190983	-5.536803
9.000000	7.000000	24.705370	1.192705
9.000000	8.000000	-11.400861	-8.518566
9.000000	9.000000	-17.039590	-3.119098
9.000000	10.000000	-15.075532	-1.999139
9.000000	11.000000	-12.760410	-1.907295
9.000000	12.000000	-24.785081	3.595492
9.000000	13.000000	-15.622746	-2.123607
9.000000	14.000000	-12.559220	-3.133156
9.000000	15.000000	21.167705	-0.654508
9.000000	16.000000	27.449139	1.177254
9.000000	17.000000	-9.583156	-2.171353
9.000000	18.000000	16.725861	2.366312
9.000000	19.000000	26.908156	-0.377254
9.000000	20.000000	-26.084346	2.333688
10.000000	1.000000	-1.247746	4.033156
10.000000	2.000000	15.344098	2.202254
10.000000	3.000000	14.366844	1.610942
10.000000	4.000000	-4.326925	-3.229508
10.000000	5.000000	12.570492	2.950000
10.000000	6.000000	4.575329	3.994630
10.000000	7.000000	-22.957295	-1.017705
10.000000	8.000000	10.551393	7.463197
10.000000	9.000000	18.189058	2.790451
10.000000	10.000000	16.653115	3.522214
10.000000	11.000000	12.764058	2.919959
10.000000	12.000000	25.953647	-3.755041
10.000000	13.000000	15.980902	2.142705
10.000000	14.000000	16.281231	3.473607
10.000000	15.000000	-20.965451	0.034549
10.000000	16.000000	-27.720492	-0.753647
10.000000	17.000000	8.749139	2.358156
10.000000	18.000000	-15.510942	-1.796353
10.000000	19.000000	-26.091844	0.346353
10.000000	20.000000	19.910613	-3.825861
11.000000	1.000000	-1.589387	5.855824
11.000000	2.000000	24.721371	2.943363
11.000000	3.000000	23.719649	3.264715
11.000000	4.000000	-10.437712	-4.761397
11.000000	5.000000	20.514483	4.860004
11.000000	6.000000	5.018692	8.005621
